time,energy
1.819515351925195432e+02,9.185515802641399663e-01
1.819932098455641096e+02,9.189100672872785314e-01
1.820348844986086476e+02,9.192596490355428029e-01
1.820765591516532140e+02,9.196002016635642651e-01
1.821182338046977520e+02,9.199316112937598877e-01
1.821599084577423184e+02,9.202537704144366781e-01
1.822015831107868564e+02,9.205665817047105071e-01
1.822432577638314228e+02,9.208699550319026095e-01
1.822849324168759608e+02,9.211638099063708118e-01
1.823266070699205272e+02,9.214480743550627073e-01
1.823682817229650652e+02,9.217226850546248462e-01
1.824099563760096316e+02,9.219875885996998699e-01
1.824516310290541981e+02,9.222427392774956711e-01
1.824933056820987360e+02,9.224881022737925207e-01
1.825349803351433025e+02,9.227236499899931221e-01
1.825766549881878404e+02,9.229493659289287333e-01
1.826183296412324069e+02,9.231652410379733720e-01
1.826600042942769448e+02,9.233712767158634982e-01
1.827016789473215113e+02,9.235674826543671667e-01
1.827433536003660492e+02,9.237538777328948569e-01
1.827850282534106157e+02,9.239304902255311980e-01
1.828267029064551537e+02,9.240973561768819344e-01
1.828683775594997201e+02,9.242545218802078466e-01
1.829100522125442581e+02,9.244020403268408126e-01
1.829517268655888245e+02,9.245399749296219216e-01
1.829934015186333909e+02,9.246683954078477319e-01
1.830350761716779289e+02,9.247873812048035269e-01
1.830767508247224953e+02,9.248970183978859616e-01
1.831184254777670333e+02,9.249974013558306396e-01
1.831601001308115997e+02,9.250886318526374552e-01
1.832017747838561377e+02,9.251708181959668043e-01
1.832434494369007041e+02,9.252440768339911248e-01
1.832851240899452421e+02,9.253085291900327025e-01
1.833267987429898085e+02,9.253643050383514312e-01
1.833684733960343465e+02,9.254115381992995548e-01
1.834101480490789129e+02,9.254503702313372493e-01
1.834518227021234509e+02,9.254809466040242460e-01
1.834934973551680173e+02,9.255034191061184412e-01
1.835351720082125837e+02,9.255179439296209454e-01
1.835768466612571217e+02,9.255246816925190023e-01
1.836185213143016881e+02,9.255237981043789031e-01
1.836601959673462261e+02,9.255154614516973854e-01
1.837018706203907925e+02,9.254998454769221006e-01
1.837435452734353305e+02,9.254771251952809141e-01
1.837852199264798969e+02,9.254474807214074783e-01
1.838268945795244349e+02,9.254110929674319586e-01
1.838685692325690013e+02,9.253681467582159925e-01
1.839102438856135393e+02,9.253188280234869723e-01
1.839519185386581057e+02,9.252633248171867608e-01
1.839935931917026437e+02,9.252018270305296666e-01
1.840352678447472101e+02,9.251345247681804773e-01
1.840769424977917481e+02,9.250616106049958098e-01
1.841186171508363145e+02,9.249832758385925224e-01
1.841602918038808809e+02,9.248997142917063652e-01
1.842019664569254189e+02,9.248111178284545986e-01
1.842436411099699853e+02,9.247176800784956407e-01
1.842853157630145233e+02,9.246195929207885467e-01
1.843269904160590897e+02,9.245170485309317510e-01
1.843686650691036277e+02,9.244102381687678838e-01
1.844103397221481941e+02,9.242993516217419270e-01
1.844520143751927321e+02,9.241845787235025700e-01
1.844936890282372985e+02,9.240661063182541435e-01
1.845353636812818365e+02,9.239441218486578178e-01
1.845770383343264029e+02,9.238188089774014289e-01
1.846187129873709409e+02,9.236903517519418072e-01
1.846603876404155073e+02,9.235589305811905403e-01
1.847020622934600738e+02,9.234247252492777669e-01
1.847437369465046118e+02,9.232879128266119340e-01
1.847854115995491782e+02,9.231486682647684905e-01
1.848270862525937162e+02,9.230071650641207270e-01
1.848687609056382826e+02,9.228635731572659706e-01
1.849104355586828206e+02,9.227180620598736116e-01
1.849521102117273870e+02,9.225707968513185975e-01
1.849937848647719250e+02,9.224219425404432959e-01
1.850354595178164914e+02,9.222716597357356605e-01
1.850771341708610294e+02,9.221201084655656910e-01
1.851188088239055958e+02,9.219674452772135265e-01
1.851604834769501338e+02,9.218138249645002613e-01
1.852021581299947002e+02,9.216594002804577856e-01
1.852438327830392666e+02,9.215043208637828664e-01
1.852855074360838046e+02,9.213487357117384757e-01
1.853271820891283710e+02,9.211927897272262911e-01
1.853688567421729090e+02,9.210366279914661281e-01
1.854105313952174754e+02,9.208803913218790438e-01
1.854522060482620134e+02,9.207242206542819440e-01
1.854938807013065798e+02,9.205682534160140040e-01
1.855355553543511178e+02,9.204126262723710816e-01
1.855772300073956842e+02,9.202574738077153871e-01
1.856189046604402222e+02,9.201029285383753864e-01
1.856605793134847886e+02,9.199491224766647157e-01
1.857022539665293266e+02,9.197961844069385551e-01
1.857439286195738930e+02,9.196442437489225075e-01
1.857856032726184594e+02,9.194934261970879597e-01
1.858272779256629974e+02,9.193438583660044072e-01
1.858689525787075638e+02,9.191956635605356141e-01
1.859106272317521018e+02,9.190489653557024630e-01
1.859523018847966682e+02,9.189038852236681709e-01
1.859939765378412062e+02,9.187605436120596103e-01
1.860356511908857726e+02,9.186190604144390814e-01
1.860773258439303106e+02,9.184795531042085903e-01
1.861190004969748770e+02,9.183421398910645017e-01
1.861606751500194150e+02,9.182069356465754062e-01
1.862023498030639814e+02,9.180740564985303553e-01
1.862440244561085194e+02,9.179436151749653661e-01
1.862856991091530858e+02,9.178157251919617510e-01
1.863273737621976522e+02,9.176904974837912787e-01
1.863690484152421902e+02,9.175680424822945103e-01
1.864107230682867566e+02,9.174484693897416721e-01
1.864523977213312946e+02,9.173318852779251964e-01
1.864940723743758610e+02,9.172183972977184796e-01
1.865357470274203990e+02,9.171081091141792818e-01
1.865774216804649654e+02,9.170011251571937860e-01
1.866190963335095034e+02,9.168975457788273165e-01
1.866607709865540699e+02,9.167974718119906719e-01
1.867024456395986078e+02,9.167010003555908781e-01
1.867441202926431743e+02,9.166082277636395936e-01
1.867857949456877122e+02,9.165192477187991127e-01
1.868274695987322787e+02,9.164341513866559596e-01
1.868691442517768166e+02,9.163530285220763405e-01
1.869108189048213831e+02,9.162759646514861966e-01
1.869524935578659495e+02,9.162030447336173555e-01
1.869941682109104875e+02,9.161343484256028180e-01
1.870358428639550539e+02,9.160699547812900523e-01
1.870775175169995919e+02,9.160099374341371670e-01
1.871191921700441583e+02,9.159543683827608973e-01
1.871608668230886963e+02,9.159033149683863950e-01
1.872025414761332627e+02,9.158568411483045679e-01
1.872442161291778007e+02,9.158150074344226788e-01
1.872858907822223671e+02,9.157778690553082246e-01
1.873275654352669051e+02,9.157454788364112197e-01
